ip_addr,port,ip version,end point,count,sum of frame size,packet/s,Throughput,
110.171.211.125,20480,0,1,63.0,53862.0,1.05,897.7,
54.225.164.207,40156,0,1,63.0,28917.0,1.05,481.95,
210.1.60.208,62452,0,0,63.0,58163.0,1.05,969.383333333333,
158.108.236.41,36615,0,1,63.0,58163.0,1.05,969.383333333333,
158.108.135.151,46637,0,0,63.0,4004.0,1.05,66.7333333333333,
125.24.10.203,52708,0,1,63.0,4004.0,1.05,66.7333333333333,
180.76.4.202,13568,0,0,63.0,4599.0,1.05,76.65,
158.108.219.137,20241,0,0,63.0,18910.0,1.05,315.166666666667,
58.11.106.28,47873,0,1,63.0,18910.0,1.05,315.166666666667,
158.108.162.225,20480,0,0,63.0,11546.0,1.05,192.433333333333,
158.108.219.137,36600,0,0,63.0,68487.0,1.05,1141.45,
173.194.49.110,51946,0,0,63.0,77670.0,1.05,1294.5,
124.121.169.112,51250,0,0,63.0,11130.0,1.05,185.5,
158.108.8.155,55305,0,1,63.0,11130.0,1.05,185.5,
158.108.216.5,57156,0,0,63.0,79062.0,1.05,1317.7,
158.108.140.143,20480,0,1,63.0,8453.0,1.05,140.883333333333,
158.108.108.58,54728,0,0,63.0,8820.0,1.05,147.0,
37.11.23.27,42580,0,0,63.0,33155.0,1.05,552.583333333333,
158.108.8.155,5992,0,1,63.0,25440.0,1.05,424.0,
158.108.98.214,5150,0,0,63.0,8530.0,1.05,142.166666666667,
110.164.236.40,51250,0,1,63.0,29839.0,1.05,497.316666666667,
64.145.89.18,25566,0,0,63.0,36301.0,1.05,605.016666666667,
158.108.15.212,47873,0,0,63.0,13824.0,1.05,230.4,
158.108.219.149,40307,0,0,63.0,70013.0,1.05,1166.88333333333,
158.108.219.137,19648,0,0,63.0,62116.0,1.05,1035.26666666667,
158.108.154.184,20480,0,1,63.0,26694.0,1.05,444.9,
188.61.225.138,22369,0,1,63.0,11299.0,1.05,188.316666666667,
158.108.208.202,47873,0,0,62.0,3720.0,1.03333333333333,62.0,
158.108.8.155,14558,0,0,62.0,15724.0,1.03333333333333,262.066666666667,
158.108.236.185,20480,0,1,62.0,25689.0,1.03333333333333,428.15,
202.162.79.98,984,0,1,62.0,10008.0,1.03333333333333,166.8,
158.108.216.5,16648,0,1,62.0,4872.0,1.03333333333333,81.2,
158.108.142.183,15583,0,0,62.0,9286.0,1.03333333333333,154.766666666667,
92.161.198.220,42580,0,1,62.0,9286.0,1.03333333333333,154.766666666667,
158.108.216.5,48964,0,1,62.0,6066.0,1.03333333333333,101.1,
158.108.219.137,10907,0,1,62.0,4092.0,1.03333333333333,68.2,
158.108.143.254,47873,0,0,62.0,21038.0,1.03333333333333,350.633333333333,
158.108.207.231,13568,0,0,62.0,4683.0,1.03333333333333,78.05,
158.108.219.137,64869,0,1,62.0,11463.0,1.03333333333333,191.05,
202.28.85.48,9924,0,1,62.0,10117.0,1.03333333333333,168.616666666667,
158.108.119.243,53076,0,0,62.0,3830.0,1.03333333333333,63.8333333333333,
49.49.171.154,34090,0,1,62.0,3830.0,1.03333333333333,63.8333333333333,
158.108.219.136,51619,0,0,62.0,56702.0,1.03333333333333,945.033333333333,
158.108.148.213,47873,0,0,62.0,11336.0,1.03333333333333,188.933333333333,
158.108.135.151,17865,0,0,62.0,3804.0,1.03333333333333,63.4,
171.100.95.222,52708,0,1,62.0,3804.0,1.03333333333333,63.4,
158.108.135.151,32312,0,0,62.0,5202.0,1.03333333333333,86.7,
49.48.188.190,52708,0,1,62.0,5202.0,1.03333333333333,86.7,
158.108.193.142,47873,0,1,62.0,10868.0,1.03333333333333,181.133333333333,
171.6.169.230,20480,0,0,62.0,9420.0,1.03333333333333,157.0,
158.108.102.10,20955,0,1,62.0,15659.0,1.03333333333333,260.983333333333,
158.108.219.137,21440,0,1,62.0,8302.0,1.03333333333333,138.366666666667,
125.25.233.50,52708,0,0,62.0,31884.0,1.03333333333333,531.4,
158.108.135.151,10559,0,1,62.0,31884.0,1.03333333333333,531.4,
61.19.12.11,12246,0,1,62.0,8391.0,1.03333333333333,139.85,
31.13.79.49,14272,0,1,62.0,24780.0,1.03333333333333,413.0,
101.108.187.31,51250,0,0,62.0,21270.0,1.03333333333333,354.5,
158.108.117.34,27071,0,1,62.0,19370.0,1.03333333333333,322.833333333333,
158.108.8.155,58354,0,1,62.0,23010.0,1.03333333333333,383.5,
31.13.79.81,61583,0,1,62.0,9253.0,1.03333333333333,154.216666666667,
158.108.212.158,0,0,1,62.0,5984.0,1.03333333333333,99.7333333333333,
158.108.135.151,13677,0,0,62.0,3918.0,1.03333333333333,65.3,
223.206.136.129,52708,0,1,62.0,3918.0,1.03333333333333,65.3,
158.108.4.122,20480,0,0,62.0,3720.0,1.03333333333333,62.0,
158.108.135.151,26129,0,0,62.0,4200.0,1.03333333333333,70.0,
110.78.144.23,52708,0,1,62.0,4200.0,1.03333333333333,70.0,
173.194.49.110,49386,0,0,62.0,73532.0,1.03333333333333,1225.53333333333,
158.108.239.251,47873,0,0,62.0,5259.0,1.03333333333333,87.65,
158.108.135.151,64715,0,0,62.0,4644.0,1.03333333333333,77.4,
114.47.226.203,52708,0,1,62.0,4644.0,1.03333333333333,77.4,
182.52.70.65,51250,0,0,62.0,16224.0,1.03333333333333,270.4,
158.108.8.155,36112,0,1,62.0,16224.0,1.03333333333333,270.4,
158.108.98.214,1028,0,1,62.0,3720.0,1.03333333333333,62.0,
158.108.135.151,3010,0,0,62.0,4042.0,1.03333333333333,67.3666666666667,
171.97.134.235,52708,0,1,62.0,4042.0,1.03333333333333,67.3666666666667,
158.108.152.178,20480,0,1,62.0,4014.0,1.03333333333333,66.9,
158.108.135.151,29505,0,0,62.0,4725.0,1.03333333333333,78.75,
171.6.94.18,52708,0,1,62.0,4725.0,1.03333333333333,78.75,
158.108.237.54,20480,0,1,62.0,28394.0,1.03333333333333,473.233333333333,
158.108.133.64,2112,0,0,62.0,6313.0,1.03333333333333,105.216666666667,
64.145.89.18,26334,0,0,62.0,59429.0,1.03333333333333,990.483333333333,
61.19.12.11,32448,0,0,62.0,60173.0,1.03333333333333,1002.88333333333,
61.47.47.83,42979,0,1,62.0,4128.0,1.03333333333333,68.8,
125.25.191.191,52708,0,0,62.0,89524.0,1.03333333333333,1492.06666666667,
158.108.135.151,41942,0,1,62.0,89524.0,1.03333333333333,1492.06666666667,
158.108.135.151,25301,0,0,61.0,3756.0,1.01666666666667,62.6,
171.100.227.147,52708,0,1,61.0,3756.0,1.01666666666667,62.6,
158.108.140.143,47873,0,0,61.0,7410.0,1.01666666666667,123.5,
203.211.151.195,47873,0,0,61.0,7440.0,1.01666666666667,124.0,
158.108.8.155,31445,0,1,61.0,16904.0,1.01666666666667,281.733333333333,
2600:1409:0000:0000:0000:0000:1703:693a,51426,1,1,61.0,8593.0,1.01666666666667,143.216666666667,
158.108.135.151,55913,0,0,61.0,3942.0,1.01666666666667,65.7,
118.173.22.101,52708,0,1,61.0,3942.0,1.01666666666667,65.7,
27.55.1.89,20480,0,0,61.0,4967.0,1.01666666666667,82.7833333333333,
92.44.163.187,52708,0,0,61.0,73334.0,1.01666666666667,1222.23333333333,
158.108.135.151,28142,0,1,61.0,73334.0,1.01666666666667,1222.23333333333,
111.84.243.238,47873,0,1,61.0,46168.0,1.01666666666667,769.466666666667,
158.108.209.208,6400,0,0,61.0,4454.0,1.01666666666667,74.2333333333333,
14.139.59.242,20480,0,0,61.0,3660.0,1.01666666666667,61.0,
158.108.80.27,6849,0,1,61.0,3660.0,1.01666666666667,61.0,
158.108.102.10,45916,0,0,61.0,75962.0,1.01666666666667,1266.03333333333,
111.84.99.24,20480,0,1,61.0,75962.0,1.01666666666667,1266.03333333333,
158.108.155.136,26381,0,0,61.0,5354.0,1.01666666666667,89.2333333333333,
103.4.157.15,47331,0,1,61.0,5354.0,1.01666666666667,89.2333333333333,
158.108.8.155,36291,0,0,61.0,27102.0,1.01666666666667,451.7,
125.27.152.1,52708,0,1,61.0,4761.0,1.01666666666667,79.35,
173.194.38.187,32462,0,1,61.0,6762.0,1.01666666666667,112.7,
158.108.117.34,54728,0,0,61.0,8540.0,1.01666666666667,142.333333333333,
158.108.152.204,47873,0,0,61.0,19050.0,1.01666666666667,317.5,
23.61.194.19,18412,0,1,61.0,7320.0,1.01666666666667,122.0,
74.125.128.104,21515,0,1,61.0,9343.0,1.01666666666667,155.716666666667,
203.144.174.74,7437,0,1,61.0,3660.0,1.01666666666667,61.0,
223.205.189.55,20480,0,0,61.0,6166.0,1.01666666666667,102.766666666667,
158.108.84.14,31191,0,1,61.0,6166.0,1.01666666666667,102.766666666667,
158.108.219.136,6874,0,0,61.0,45378.0,1.01666666666667,756.3,
158.108.8.155,64476,0,1,61.0,23994.0,1.01666666666667,399.9,
108.162.202.86,13248,0,1,61.0,19742.0,1.01666666666667,329.033333333333,
158.108.135.151,42716,0,0,61.0,3660.0,1.01666666666667,61.0,
109.200.148.214,52708,0,1,61.0,3660.0,1.01666666666667,61.0,
183.89.147.184,45419,0,0,61.0,47038.0,1.01666666666667,783.966666666667,
158.108.101.30,50929,0,1,61.0,47038.0,1.01666666666667,783.966666666667,
184.75.170.140,53720,0,0,61.0,5660.0,1.01666666666667,94.3333333333333,
158.108.227.65,20480,0,1,61.0,5290.0,1.01666666666667,88.1666666666667,
171.100.227.147,52708,0,0,61.0,73736.0,1.01666666666667,1228.93333333333,
158.108.135.151,25301,0,1,61.0,73736.0,1.01666666666667,1228.93333333333,
158.108.8.155,42445,0,1,61.0,27079.0,1.01666666666667,451.316666666667,
158.108.37.180,61998,0,0,61.0,13690.0,1.01666666666667,228.166666666667,
171.6.141.207,29902,0,1,61.0,13690.0,1.01666666666667,228.166666666667,
202.28.85.16,5349,0,0,61.0,43101.0,1.01666666666667,718.35,
158.108.143.111,20480,0,1,61.0,25744.0,1.01666666666667,429.066666666667,
158.108.8.155,41525,0,0,61.0,39201.0,1.01666666666667,653.35,
202.129.204.228,0,0,0,61.0,5002.0,1.01666666666667,83.3666666666667,
158.108.135.151,44533,0,0,61.0,3888.0,1.01666666666667,64.8,
223.205.3.148,52708,0,1,61.0,3888.0,1.01666666666667,64.8,
202.28.85.90,8421,0,0,61.0,56834.0,1.01666666666667,947.233333333333,
173.194.117.107,34826,0,0,61.0,34145.0,1.01666666666667,569.083333333333,
158.108.147.32,47873,0,0,61.0,14324.0,1.01666666666667,238.733333333333,
115.87.197.137,47873,0,1,61.0,10032.0,1.01666666666667,167.2,
158.108.219.137,30955,0,1,61.0,9953.0,1.01666666666667,165.883333333333,
158.108.246.160,47873,0,1,61.0,26461.0,1.01666666666667,441.016666666667,
31.13.79.49,48843,0,0,61.0,15704.0,1.01666666666667,261.733333333333,
202.28.85.110,5094,0,0,61.0,30763.0,1.01666666666667,512.716666666667,
158.108.247.135,23708,0,0,61.0,4683.0,1.01666666666667,78.05,
158.108.225.26,36895,0,0,61.0,4399.0,1.01666666666667,73.3166666666667,
17.173.66.180,11760,0,1,61.0,10083.0,1.01666666666667,168.05,
158.108.219.137,30002,0,0,61.0,59716.0,1.01666666666667,995.266666666667,
158.108.8.155,26483,0,1,60.0,18532.0,1.0,308.866666666667,
203.144.213.237,28414,0,0,60.0,7060.0,1.0,117.666666666667,
158.108.197.41,40,0,1,60.0,7060.0,1.0,117.666666666667,
158.108.135.151,7651,0,0,60.0,4356.0,1.0,72.6,
223.207.211.237,52708,0,1,60.0,4356.0,1.0,72.6,
158.108.173.147,47873,0,1,60.0,27671.0,1.0,461.183333333333,
31.13.79.49,20998,0,1,60.0,20168.0,1.0,336.133333333333,
158.108.193.74,38413,0,0,60.0,4200.0,1.0,70.0,
115.87.133.204,13182,0,0,60.0,3654.0,1.0,60.9,
125.209.254.16,27858,0,1,60.0,4530.0,1.0,75.5,
158.108.108.68,36615,0,0,60.0,3600.0,1.0,60.0,
203.145.115.34,50881,0,1,60.0,3600.0,1.0,60.0,
158.108.219.134,33238,0,1,60.0,10049.0,1.0,167.483333333333,
158.108.8.155,15308,0,0,60.0,28018.0,1.0,466.966666666667,
64.145.89.18,26334,0,1,60.0,19005.0,1.0,316.75,
158.108.8.155,41677,0,1,60.0,25174.0,1.0,419.566666666667,
158.108.219.136,13012,0,0,60.0,55926.0,1.0,932.1,
158.108.133.188,46642,0,0,60.0,3756.0,1.0,62.6,
113.226.252.234,9628,0,1,60.0,3756.0,1.0,62.6,
112.121.150.38,54468,0,0,60.0,28360.0,1.0,472.666666666667,
158.108.211.141,47138,0,1,60.0,28360.0,1.0,472.666666666667,
125.209.254.16,2301,0,1,60.0,6485.0,1.0,108.083333333333,
31.13.79.49,12497,0,1,60.0,7727.0,1.0,128.783333333333,
158.108.8.155,22827,0,1,60.0,23073.0,1.0,384.55,
158.108.219.137,3922,0,1,60.0,10966.0,1.0,182.766666666667,
158.108.102.10,5833,0,1,60.0,12179.0,1.0,202.983333333333,
158.108.245.104,47873,0,1,60.0,3600.0,1.0,60.0,
202.28.85.12,12583,0,1,60.0,4608.0,1.0,76.8,
158.108.219.136,60993,0,0,60.0,48684.0,1.0,811.4,
58.8.57.93,51250,0,0,60.0,11842.0,1.0,197.366666666667,
158.108.8.155,51146,0,1,60.0,11842.0,1.0,197.366666666667,
158.108.135.151,12756,0,0,60.0,4242.0,1.0,70.7,
1.4.193.235,52708,0,1,60.0,4242.0,1.0,70.7,
157.56.107.40,13003,0,1,60.0,24981.0,1.0,416.35,
103.22.182.111,23487,0,0,60.0,24520.0,1.0,408.666666666667,
158.108.142.146,19487,0,1,60.0,24520.0,1.0,408.666666666667,
158.108.216.5,30454,0,1,60.0,5388.0,1.0,89.8,
115.67.35.218,20480,0,0,60.0,6147.0,1.0,102.45,
206.53.148.48,47873,0,0,60.0,8688.0,1.0,144.8,
158.108.219.136,47869,0,1,60.0,8688.0,1.0,144.8,
2001:03c8:1303:1102:020c:29ff:fe82:777d,13568,1,0,60.0,6809.0,1.0,113.483333333333,
158.108.133.201,51748,0,0,60.0,7400.0,1.0,123.333333333333,
125.209.254.16,38371,0,1,60.0,7400.0,1.0,123.333333333333,
158.108.228.144,26388,0,0,60.0,16446.0,1.0,274.1,
60.252.206.172,985,0,0,60.0,4092.0,1.0,68.2,
158.108.133.64,18972,0,1,60.0,4092.0,1.0,68.2,
110.171.182.228,47873,0,0,60.0,10628.0,1.0,177.133333333333,
158.108.44.212,37866,0,0,60.0,8956.0,1.0,149.266666666667,
70.77.13.87,9638,0,1,60.0,9612.0,1.0,160.2,
158.108.229.29,45331,0,0,60.0,67020.0,1.0,1117.0,
61.163.37.8,45331,0,1,60.0,67020.0,1.0,1117.0,
2001:03c8:1303:3196:59b5:ab00:a308:77ae,47873,1,0,60.0,6252.0,1.0,104.2,
2a03:2880:f00c:0701:face:b00c:0000:0001,16064,1,1,60.0,6252.0,1.0,104.2,
202.28.85.80,51154,0,1,60.0,5760.0,1.0,96.0,
158.108.167.22,47873,0,1,60.0,10083.0,1.0,168.05,
158.108.80.32,10176,0,0,60.0,59336.0,1.0,988.933333333333,
66.249.77.86,20480,0,1,60.0,59336.0,1.0,988.933333333333,
158.108.135.151,31727,0,0,60.0,4374.0,1.0,72.9,
171.4.232.88,52708,0,1,60.0,4374.0,1.0,72.9,
171.99.98.212,20480,0,1,60.0,9847.0,1.0,164.116666666667,
158.108.8.155,48981,0,1,59.0,34404.0,0.983333333333333,573.4,
103.22.182.44,1736,0,0,59.0,35905.0,0.983333333333333,598.416666666667,
202.28.85.16,8950,0,0,59.0,4044.0,0.983333333333333,67.4,
158.108.8.155,16194,0,0,59.0,29760.0,0.983333333333333,496.0,
158.108.152.105,47873,0,0,59.0,3894.0,0.983333333333333,64.9,
158.108.140.162,35830,0,0,59.0,3744.0,0.983333333333333,62.4,
203.144.223.148,35794,0,1,59.0,3744.0,0.983333333333333,62.4,
158.108.98.162,47873,0,1,59.0,14997.0,0.983333333333333,249.95,
158.108.135.151,51462,0,0,59.0,3720.0,0.983333333333333,62.0,
182.52.214.139,52708,0,1,59.0,3720.0,0.983333333333333,62.0,
101.108.180.77,52708,0,0,59.0,84886.0,0.983333333333333,1414.76666666667,
158.108.135.151,25445,0,1,59.0,84886.0,0.983333333333333,1414.76666666667,
158.108.98.11,47873,0,0,59.0,4301.0,0.983333333333333,71.6833333333333,
158.108.83.216,47873,0,1,59.0,7829.0,0.983333333333333,130.483333333333,
124.120.216.143,52708,0,0,59.0,80326.0,0.983333333333333,1338.76666666667,
158.108.135.151,62690,0,1,59.0,80326.0,0.983333333333333,1338.76666666667,
158.108.8.155,15373,0,1,59.0,14728.0,0.983333333333333,245.466666666667,
158.108.203.28,20480,0,1,59.0,46491.0,0.983333333333333,774.85,
158.108.94.114,22532,0,1,59.0,21782.0,0.983333333333333,363.033333333333,
203.144.179.239,52935,0,0,59.0,9822.0,0.983333333333333,163.7,
158.108.86.124,32830,0,1,59.0,9822.0,0.983333333333333,163.7,
158.108.135.151,39876,0,0,59.0,4836.0,0.983333333333333,80.6,
171.7.124.145,52708,0,1,59.0,4836.0,0.983333333333333,80.6,
2404:6800:4003:0806:0000:0000:0000:100c,35520,1,1,59.0,10933.0,0.983333333333333,182.216666666667,
158.108.8.155,15629,0,1,59.0,11062.0,0.983333333333333,184.366666666667,
27.130.141.235,47873,0,1,59.0,9380.0,0.983333333333333,156.333333333333,
158.108.98.32,47873,0,1,59.0,12228.0,0.983333333333333,203.8,
158.108.12.53,47873,0,0,59.0,17492.0,0.983333333333333,291.533333333333,
158.108.29.112,26866,0,1,59.0,11459.0,0.983333333333333,190.983333333333,
158.108.95.176,47873,0,0,59.0,45454.0,0.983333333333333,757.566666666667,
173.194.117.117,9222,0,1,59.0,45454.0,0.983333333333333,757.566666666667,
203.146.251.6,39437,0,0,59.0,38573.0,0.983333333333333,642.883333333333,
158.108.247.215,36615,0,1,59.0,38573.0,0.983333333333333,642.883333333333,
109.163.229.158,24261,0,1,59.0,9658.0,0.983333333333333,160.966666666667,
27.55.38.55,20480,0,0,59.0,33887.0,0.983333333333333,564.783333333333,
158.108.135.151,43214,0,0,59.0,3840.0,0.983333333333333,64.0,
124.120.120.114,52708,0,1,59.0,3840.0,0.983333333333333,64.0,
158.108.210.123,47873,0,0,59.0,13827.0,0.983333333333333,230.45,
158.108.196.40,28389,0,1,59.0,9444.0,0.983333333333333,157.4,
158.108.155.71,47873,0,1,59.0,14932.0,0.983333333333333,248.866666666667,
158.108.110.71,24872,0,0,59.0,33618.0,0.983333333333333,560.3,
158.108.135.151,2389,0,0,59.0,4269.0,0.983333333333333,71.15,
180.183.37.211,52708,0,1,59.0,4269.0,0.983333333333333,71.15,
158.108.108.58,54728,0,1,59.0,18526.0,0.983333333333333,308.766666666667,
158.108.8.155,9052,0,0,59.0,53216.0,0.983333333333333,886.933333333333,
158.108.8.155,1752,0,0,59.0,29828.0,0.983333333333333,497.133333333333,
124.120.27.180,20480,0,1,59.0,10086.0,0.983333333333333,168.1,
158.108.157.146,20480,0,0,59.0,3570.0,0.983333333333333,59.5,
158.108.102.16,47561,0,0,59.0,16251.0,0.983333333333333,270.85,
158.108.32.108,30999,0,0,59.0,4366.0,0.983333333333333,72.7666666666667,
158.108.216.5,14600,0,1,59.0,6118.0,0.983333333333333,101.966666666667,
158.108.226.35,47873,0,0,59.0,20364.0,0.983333333333333,339.4,
182.53.177.162,52708,0,0,59.0,84358.0,0.983333333333333,1405.96666666667,
158.108.135.151,40049,0,1,59.0,84358.0,0.983333333333333,1405.96666666667,
119.6.84.20,64526,0,0,59.0,13761.0,0.983333333333333,229.35,
61.19.2.94,14571,0,1,59.0,8538.0,0.983333333333333,142.3,
158.108.226.222,47873,0,0,59.0,11265.0,0.983333333333333,187.75,
158.108.8.155,9546,0,1,59.0,32061.0,0.983333333333333,534.35,
158.108.219.38,5967,0,0,59.0,64798.0,0.983333333333333,1079.96666666667,
158.108.219.136,47869,0,0,59.0,24228.0,0.983333333333333,403.8,
206.53.148.48,47873,0,1,59.0,24228.0,0.983333333333333,403.8,
158.108.8.217,5187,0,1,59.0,22871.0,0.983333333333333,381.183333333333,
158.108.135.151,48646,0,0,59.0,4272.0,0.983333333333333,71.2,
124.122.113.148,52708,0,1,59.0,4272.0,0.983333333333333,71.2,
31.13.79.81,55242,0,0,59.0,17407.0,0.983333333333333,290.116666666667,
110.77.137.13,64288,0,1,58.0,9755.0,0.966666666666667,162.583333333333,
58.11.133.159,52708,0,0,58.0,64290.0,0.966666666666667,1071.5,
158.108.135.151,13587,0,1,58.0,64290.0,0.966666666666667,1071.5,
158.108.135.151,47978,0,0,58.0,3828.0,0.966666666666667,63.8,
109.61.254.162,52708,0,1,58.0,3828.0,0.966666666666667,63.8,
158.108.37.180,4741,0,0,58.0,19231.0,0.966666666666667,320.516666666667,
61.91.88.49,16345,0,1,58.0,19231.0,0.966666666666667,320.516666666667,
103.22.182.44,1736,0,1,58.0,8146.0,0.966666666666667,135.766666666667,
158.108.96.11,49090,0,1,58.0,6574.0,0.966666666666667,109.566666666667,
158.108.8.155,60659,0,1,58.0,22591.0,0.966666666666667,376.516666666667,
31.13.79.81,12228,0,0,58.0,14473.0,0.966666666666667,241.216666666667,
158.108.8.155,8899,0,0,58.0,35612.0,0.966666666666667,593.533333333333,
74.125.10.14,35796,0,0,58.0,68788.0,0.966666666666667,1146.46666666667,
158.108.8.155,41422,0,0,58.0,17939.0,0.966666666666667,298.983333333333,
68.232.44.139,4578,0,1,58.0,8590.0,0.966666666666667,143.166666666667,
158.108.135.151,26065,0,0,58.0,3684.0,0.966666666666667,61.4,
103.7.19.184,52708,0,1,58.0,3684.0,0.966666666666667,61.4,
158.108.135.151,57953,0,0,58.0,3672.0,0.966666666666667,61.2,
180.180.222.250,52708,0,1,58.0,3672.0,0.966666666666667,61.2,
171.5.48.221,52708,0,0,58.0,71663.0,0.966666666666667,1194.38333333333,
158.108.135.151,9013,0,1,58.0,71663.0,0.966666666666667,1194.38333333333,
158.108.219.136,20539,0,0,58.0,54981.0,0.966666666666667,916.35,
171.101.132.15,22754,0,0,58.0,73524.0,0.966666666666667,1225.4,
158.108.7.204,29362,0,1,58.0,73524.0,0.966666666666667,1225.4,
158.108.8.155,55751,0,1,58.0,10606.0,0.966666666666667,176.766666666667,
158.108.8.155,27410,0,1,58.0,15056.0,0.966666666666667,250.933333333333,
171.97.182.123,47873,0,0,58.0,16939.0,0.966666666666667,282.316666666667,
158.108.102.14,16485,0,0,58.0,19360.0,0.966666666666667,322.666666666667,
158.108.156.50,47873,0,0,58.0,11832.0,0.966666666666667,197.2,
158.108.135.151,33368,0,0,58.0,4098.0,0.966666666666667,68.3,
182.53.62.33,52708,0,1,58.0,4098.0,0.966666666666667,68.3,
66.249.73.189,20480,0,0,58.0,7146.0,0.966666666666667,119.1,
158.108.207.135,731,0,1,58.0,7146.0,0.966666666666667,119.1,
158.108.165.254,47873,0,1,58.0,23389.0,0.966666666666667,389.816666666667,
158.108.12.156,47873,0,0,58.0,20950.0,0.966666666666667,349.166666666667,
112.101.64.32,20480,0,0,58.0,12486.0,0.966666666666667,208.1,
158.108.226.222,20480,0,1,58.0,35379.0,0.966666666666667,589.65,
17.173.66.180,11760,0,0,58.0,13086.0,0.966666666666667,218.1,
190.189.115.167,22369,0,0,58.0,7753.0,0.966666666666667,129.216666666667,
158.108.219.137,44515,0,0,58.0,48535.0,0.966666666666667,808.916666666667,
171.6.94.18,52708,0,0,58.0,75534.0,0.966666666666667,1258.9,
158.108.135.151,29505,0,1,58.0,75534.0,0.966666666666667,1258.9,
158.108.135.151,61265,0,0,58.0,4530.0,0.966666666666667,75.5,
113.53.124.112,52708,0,1,58.0,4530.0,0.966666666666667,75.5,
158.108.237.242,5759,0,0,58.0,5880.0,0.966666666666667,98.0,
158.108.8.155,26411,0,0,58.0,41842.0,0.966666666666667,697.366666666667,
101.109.172.177,52708,0,0,58.0,84332.0,0.966666666666667,1405.53333333333,
158.108.135.151,49519,0,1,58.0,84332.0,0.966666666666667,1405.53333333333,
61.19.2.35,14799,0,1,58.0,3939.0,0.966666666666667,65.65,
61.19.12.35,44238,0,1,58.0,3828.0,0.966666666666667,63.8,
158.108.8.155,64479,0,0,58.0,31534.0,0.966666666666667,525.566666666667,
158.108.219.136,28907,0,1,58.0,5669.0,0.966666666666667,94.4833333333333,
158.108.8.155,59086,0,0,58.0,15959.0,0.966666666666667,265.983333333333,
158.108.246.177,34835,0,0,58.0,4668.0,0.966666666666667,77.8,
103.4.156.212,20968,0,1,58.0,4668.0,0.966666666666667,77.8,
61.19.12.32,56512,0,1,58.0,6970.0,0.966666666666667,116.166666666667,
158.108.8.155,62986,0,0,58.0,25076.0,0.966666666666667,417.933333333333,
158.108.157.36,20480,0,1,58.0,5612.0,0.966666666666667,93.5333333333333,
158.108.135.151,62690,0,0,58.0,3558.0,0.966666666666667,59.3,
124.120.216.143,52708,0,1,58.0,3558.0,0.966666666666667,59.3,
158.108.8.155,12228,0,0,58.0,22712.0,0.966666666666667,378.533333333333,
171.5.119.59,52708,0,0,58.0,84090.0,0.966666666666667,1401.5,
158.108.135.151,39729,0,1,58.0,84090.0,0.966666666666667,1401.5,
203.144.179.215,4545,0,0,58.0,10353.0,0.966666666666667,172.55,
158.108.8.155,41422,0,1,58.0,12811.0,0.966666666666667,213.516666666667,
78.62.76.172,22369,0,0,58.0,7985.0,0.966666666666667,133.083333333333,
158.108.39.176,47873,0,1,58.0,6365.0,0.966666666666667,106.083333333333,
125.209.238.199,37650,0,1,58.0,8966.0,0.966666666666667,149.433333333333,
173.194.117.34,21446,0,1,58.0,7094.0,0.966666666666667,118.233333333333,
158.108.135.151,40746,0,0,58.0,4704.0,0.966666666666667,78.4,
223.204.248.36,52708,0,1,58.0,4704.0,0.966666666666667,78.4,
202.57.128.231,63687,0,1,58.0,8152.0,0.966666666666667,135.866666666667,
109.87.50.252,42580,0,1,58.0,8918.0,0.966666666666667,148.633333333333,
158.108.219.137,31801,0,1,57.0,8638.0,0.95,143.966666666667,
202.28.85.37,15312,0,1,57.0,4268.0,0.95,71.1333333333333,
158.108.8.155,64203,0,1,57.0,14568.0,0.95,242.8,
158.108.135.151,18771,0,0,57.0,3914.0,0.95,65.2333333333333,
125.25.20.163,52708,0,1,57.0,3914.0,0.95,65.2333333333333,
158.108.135.151,63250,0,0,57.0,3570.0,0.95,59.5,
171.97.228.225,52708,0,1,57.0,3570.0,0.95,59.5,
158.108.8.155,42190,0,1,57.0,13515.0,0.95,225.25,
158.108.140.71,47873,0,1,57.0,12729.0,0.95,212.15,
202.162.79.98,472,0,1,57.0,6854.0,0.95,114.233333333333,
158.108.159.57,47873,0,0,57.0,20528.0,0.95,342.133333333333,
158.108.135.151,59447,0,0,57.0,4690.0,0.95,78.1666666666667,
171.5.251.145,52708,0,1,57.0,4690.0,0.95,78.1666666666667,
158.108.230.125,47873,0,1,57.0,14670.0,0.95,244.5,
158.108.135.151,63039,0,0,57.0,3534.0,0.95,58.9,
58.11.5.127,52708,0,1,57.0,3534.0,0.95,58.9,
158.108.8.155,36434,0,0,57.0,39710.0,0.95,661.833333333333,
125.209.254.16,6619,0,0,57.0,8554.0,0.95,142.566666666667,
158.108.148.143,47873,0,1,57.0,8554.0,0.95,142.566666666667,
202.162.79.98,2008,0,1,57.0,8249.0,0.95,137.483333333333,
158.108.8.155,61171,0,0,57.0,31459.0,0.95,524.316666666667,
158.108.154.42,47873,0,1,57.0,25771.0,0.95,429.516666666667,
158.108.8.155,60659,0,0,57.0,39793.0,0.95,663.216666666667,
158.108.135.151,607,0,0,57.0,4608.0,0.95,76.8,
182.53.7.189,52708,0,1,57.0,4608.0,0.95,76.8,
158.108.102.10,2501,0,0,57.0,41553.0,0.95,692.55,
